query	target	pident	alnlen	bits	evalue	cigar
mouse_hsa_ires_00670.1	mouse_hsa_ires_00670.1	100.000	158	285	2.231E-85	158M
KX883290.1:6822-7013	KX883290.1:6822-7013	100.000	192	345	1.263E-104	192M
vir_ires_00089.1	vir_ires_00089.1	100.000	174	313	1.952E-94	174M
vir_ires_00105.1	vir_ires_00105.1	100.000	174	313	1.952E-94	174M
vir_ires_00310.1	vir_ires_00310.1	100.000	174	313	1.952E-94	174M
vir_ires_00130.1	vir_ires_00130.1	100.000	174	313	1.952E-94	174M
vir_ires_00463.1	vir_ires_00463.1	100.000	174	313	1.952E-94	174M
vir_ires_00463.1	vir_ires_00061.1	91.700	170	243	6.803E-69	170M
vir_ires_00057.1	vir_ires_00057.1	100.000	174	313	1.952E-94	174M
vir_ires_00129.1	vir_ires_00129.1	100.000	174	313	1.952E-94	174M
vir_ires_00256.1	vir_ires_00256.1	100.000	174	313	1.952E-94	174M
vir_ires_00411.1	vir_ires_00411.1	100.000	174	313	1.952E-94	174M
vir_ires_00194.1	vir_ires_00194.1	100.000	174	313	1.952E-94	174M
vir_ires_00164.1	vir_ires_00164.1	100.000	174	313	1.952E-94	174M
vir_ires_00480.1	vir_ires_00480.1	100.000	237	426	4.308E-130	237M
vir_ires_00215.1	vir_ires_00215.1	100.000	174	313	1.952E-94	174M
vir_ires_00312.1	vir_ires_00312.1	100.000	174	313	1.952E-94	174M
vir_ires_00045.1	vir_ires_00045.1	100.000	174	313	1.952E-94	174M
vir_ires_00517.1	vir_ires_00517.1	100.000	113	204	6.792E-60	113M
vir_ires_00549.1	vir_ires_00549.1	100.000	42	77	1.201E-19	42M
CM000684.2:39244768-39244141	CM000684.2:39244768-39244141	100.000	628	1127	0.000E+00	628M
UNR|Homo	UNR|Homo	100.000	429	770	1.051E-238	429M
hsa_ires_00029.1|Homo	hsa_ires_00029.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00061.1|Homo	hsa_ires_00061.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00093.1|Homo	hsa_ires_00093.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00125.1|Homo	hsa_ires_00125.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00157.1|Homo	hsa_ires_00157.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00189.1|Homo	hsa_ires_00189.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00221.1|Homo	hsa_ires_00221.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00253.1|Homo	hsa_ires_00253.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00285.1|Homo	hsa_ires_00285.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00261.1|Homo	hsa_ires_00261.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00293.1|Homo	hsa_ires_00293.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00325.1|Homo	hsa_ires_00325.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00357.1|Homo	hsa_ires_00357.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00389.1|Homo	hsa_ires_00389.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00421.1|Homo	hsa_ires_00421.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00453.1|Homo	hsa_ires_00453.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00485.1|Homo	hsa_ires_00485.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00517.1|Homo	hsa_ires_00517.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00549.1|Homo	hsa_ires_00549.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00581.1|Homo	hsa_ires_00581.1|Homo	100.000	30	55	7.749E-13	30M
hsa_ires_00645.1|Homo	hsa_ires_00645.1|Homo	100.000	665	1193	0.000E+00	665M
hsa_ires_00677.1|Homo	hsa_ires_00677.1|Homo	100.000	186	335	3.146E-101	186M
mmu_ires_00017.1|Mus	Rbm3|Mus	100.000	22	41	2.686E-08	22M
mmu_ires_00017.1|Mus	mmu_ires_00017.1|Mus	100.000	22	41	2.686E-08	22M
KBV_IGRpred|Kashmir	KBV_IGRpred|Kashmir	100.000	202	363	2.764E-110	202M
KBV_IGRpred|Kashmir	vir_ires_00513.1	100.000	202	363	2.764E-110	202M
vir_ires_00293.1	vir_ires_00293.1	100.000	174	313	1.952E-94	174M
vir_ires_00195.1	vir_ires_00195.1	100.000	174	313	1.952E-94	174M
vir_ires_00357.1	vir_ires_00357.1	100.000	174	313	1.952E-94	174M
vir_ires_00426.1	vir_ires_00426.1	100.000	174	313	1.952E-94	174M
vir_ires_00461.1	vir_ires_00461.1	100.000	174	313	1.952E-94	174M
vir_ires_00327.1	vir_ires_00327.1	100.000	174	313	1.952E-94	174M
vir_ires_00188.1	vir_ires_00188.1	100.000	174	313	1.952E-94	174M
vir_ires_00404.1	vir_ires_00404.1	100.000	174	313	1.952E-94	174M
vir_ires_00145.1	vir_ires_00145.1	100.000	174	313	1.952E-94	174M
vir_ires_00456.1	vir_ires_00456.1	100.000	174	313	1.952E-94	174M
vir_ires_00456.1	vir_ires_00455.1	97.600	168	285	1.063E-83	168M
vir_ires_00295.1	vir_ires_00295.1	100.000	174	313	1.952E-94	174M
vir_ires_00118.1	vir_ires_00118.1	100.000	174	313	1.952E-94	174M
vir_ires_00198.1	vir_ires_00198.1	100.000	174	313	1.952E-94	174M
vir_ires_00218.1	vir_ires_00218.1	100.000	174	313	1.952E-94	174M
vir_ires_00431.1	vir_ires_00431.1	100.000	174	313	1.952E-94	174M
vir_ires_00526.1	vir_ires_00526.1	100.000	101	182	4.267E-53	101M
eIF4GII|Homo	eIF4GII|Homo	100.000	256	460	7.642E-141	256M
hsa_ires_00006.1|Homo	hsa_ires_00006.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00038.1|Homo	hsa_ires_00038.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00070.1|Homo	hsa_ires_00070.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00102.1|Homo	hsa_ires_00102.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00134.1|Homo	hsa_ires_00134.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00166.1|Homo	hsa_ires_00166.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00198.1|Homo	hsa_ires_00198.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00230.1|Homo	hsa_ires_00230.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00262.1|Homo	hsa_ires_00262.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00294.1|Homo	hsa_ires_00294.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00326.1|Homo	hsa_ires_00326.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00358.1|Homo	hsa_ires_00358.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00390.1|Homo	hsa_ires_00390.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00422.1|Homo	hsa_ires_00422.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00454.1|Homo	hsa_ires_00454.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00486.1|Homo	hsa_ires_00486.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00518.1|Homo	hsa_ires_00518.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00550.1|Homo	hsa_ires_00550.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00582.1|Homo	hsa_ires_00582.1|Homo	100.000	117	211	3.683E-62	117M
hsa_ires_00582.1|Homo	p53_128-269|Homo	100.000	117	211	3.683E-62	117M
hsa_ires_00646.1|Homo	hsa_ires_00646.1|Homo	100.000	139	251	1.278E-74	139M
hsa_ires_00678.1|Homo	hsa_ires_00678.1|Homo	100.000	1014	1818	0.000E+00	1014M
Apaf-1|Mus	Apaf-1|Mus	100.000	583	1046	0.000E+00	583M
mmu_ires_00018.1|Mus	mmu_ires_00018.1|Mus	100.000	207	372	4.090E-113	207M
mouse_hsa_ires_00599.1	mouse_hsa_ires_00599.1	100.000	182	328	5.779E-99	182M
AF009606.1:2-354	AF009606.1:2-354	100.000	353	634	1.018E-195	353M
AF009606.1:2-354	HCV_type_1a|Hepatitis	100.000	353	634	1.018E-195	353M
LINE-1_ORF1_-101_to_-1|Mus	LINE-1_ORF1_-101_to_-1|Mus	100.000	101	182	4.267E-53	101M
LINE-1_ORF1_-101_to_-1|Mus	LINE-1_ORF1_-101_to_-1|Mus	100.000	101	182	4.267E-53	101M
LINE-1_ORF1_-101_to_-1|Mus	LINE-1_ORF1_-101_to_-1|Mus	100.000	101	182	4.267E-53	101M
LINE-1_ORF1_-101_to_-1|Mus	LINE-1_ORF1_-101_to_-1|Mus	100.000	101	182	4.267E-53	101M
vir_ires_00165.1	vir_ires_00165.1	100.000	174	313	1.952E-94	174M
vir_ires_00190.1	vir_ires_00190.1	100.000	174	313	1.952E-94	174M
vir_ires_00300.1	vir_ires_00300.1	100.000	174	313	1.952E-94	174M
vir_ires_00226.1	vir_ires_00226.1	100.000	174	313	1.952E-94	174M
vir_ires_00319.1	vir_ires_00319.1	100.000	174	313	1.952E-94	174M
vir_ires_00400.1	vir_ires_00400.1	100.000	174	313	1.952E-94	174M
vir_ires_00307.1	vir_ires_00307.1	100.000	174	313	1.952E-94	174M
vir_ires_00066.1	vir_ires_00066.1	100.000	174	313	1.952E-94	174M
vir_ires_00066.1	vir_ires_00438.1	95.700	165	266	7.757E-77	165M
vir_ires_00344.1	vir_ires_00344.1	100.000	174	313	1.952E-94	174M
vir_ires_00180.1	vir_ires_00180.1	100.000	174	313	1.952E-94	174M
vir_ires_00350.1	vir_ires_00350.1	100.000	174	313	1.952E-94	174M
vir_ires_00185.1	vir_ires_00185.1	100.000	174	313	1.952E-94	174M
vir_ires_00263.1	vir_ires_00263.1	100.000	174	313	1.952E-94	174M
vir_ires_00100.1	vir_ires_00100.1	100.000	174	313	1.952E-94	174M
vir_ires_00100.1	vir_ires_00433.1	95.100	164	259	1.381E-74	164M
vir_ires_00087.1	vir_ires_00087.1	100.000	174	313	1.952E-94	174M
vir_ires_00527.1	vir_ires_00527.1	100.000	153	276	1.511E-82	153M
CM000669.2:129028750-129028891	CM000669.2:129028750-129028891	100.000	142	256	2.557E-76	142M
eIF4GII-long|Homo	eIF4GII-long|Homo	100.000	327	587	5.187E-181	327M
hsa_ires_00007.1|Homo	hsa_ires_00007.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00039.1|Homo	hsa_ires_00039.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00071.1|Homo	hsa_ires_00071.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00103.1|Homo	hsa_ires_00103.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00135.1|Homo	hsa_ires_00135.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00167.1|Homo	hsa_ires_00167.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00199.1|Homo	hsa_ires_00199.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00231.1|Homo	hsa_ires_00231.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00263.1|Homo	hsa_ires_00263.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00295.1|Homo	hsa_ires_00295.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00327.1|Homo	hsa_ires_00327.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00359.1|Homo	hsa_ires_00359.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00391.1|Homo	hsa_ires_00391.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00423.1|Homo	hsa_ires_00423.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00455.1|Homo	hsa_ires_00455.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00487.1|Homo	hsa_ires_00487.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00519.1|Homo	hsa_ires_00519.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00551.1|Homo	hsa_ires_00551.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00583.1|Homo	hsa_ires_00583.1|Homo	100.000	180	324	7.834E-98	180M
hsa_ires_00615.1|Homo	hsa_ires_00615.1|Homo	100.000	31	57	2.098E-13	31M
hsa_ires_00647.1|Homo	hsa_ires_00647.1|Homo	100.000	80	145	3.391E-41	80M
hsa_ires_00679.1|Homo	hsa_ires_00679.1|Homo	100.000	63	114	1.472E-31	63M
mmu_ires_00019.1|Mus	mmu_ires_00019.1|Mus	100.000	125	225	1.084E-66	125M
mouse_hsa_ires_00347.1	mouse_hsa_ires_00347.1	100.000	102	184	1.158E-53	102M
mouse_hsa_ires_00315.1	mouse_hsa_ires_00315.1	100.000	156	281	3.026E-84	156M
AF308157.1:595-1057	AF308157.1:595-1057	100.000	463	831	6.210E-258	463M
CrPV_5NCR|Cricket	CrPV_5NCR|Cricket	100.000	708	1270	0.000E+00	708M
CrPV_5NCR|Cricket	CrPV_5NCR|Cricket	100.000	708	1270	0.000E+00	708M
vir_ires_00238.1	vir_ires_00238.1	100.000	174	313	1.952E-94	174M
vir_ires_00284.1	vir_ires_00284.1	100.000	174	313	1.952E-94	174M
vir_ires_00052.1	vir_ires_00052.1	100.000	174	313	1.952E-94	174M
vir_ires_00139.1	vir_ires_00139.1	100.000	174	313	1.952E-94	174M
vir_ires_00225.1	vir_ires_00225.1	100.000	174	313	1.952E-94	174M
vir_ires_00142.1	vir_ires_00142.1	100.000	174	313	1.952E-94	174M
vir_ires_00458.1	vir_ires_00458.1	100.000	174	313	1.952E-94	174M
vir_ires_00079.1	vir_ires_00079.1	100.000	174	313	1.952E-94	174M
vir_ires_00113.1	vir_ires_00113.1	100.000	174	313	1.952E-94	174M
vir_ires_00292.1	vir_ires_00292.1	100.000	174	313	1.952E-94	174M
vir_ires_00413.1	vir_ires_00413.1	100.000	174	313	1.952E-94	174M
vir_ires_00330.1	vir_ires_00330.1	100.000	174	313	1.952E-94	174M
vir_ires_00174.1	vir_ires_00174.1	100.000	174	313	1.952E-94	174M
vir_ires_00172.1	vir_ires_00172.1	100.000	174	313	1.952E-94	174M
vir_ires_00108.1	vir_ires_00108.1	100.000	174	313	1.952E-94	174M
vir_ires_00320.1	vir_ires_00320.1	100.000	174	313	1.952E-94	174M
vir_ires_00528.1	vir_ires_00528.1	100.000	143	258	6.943E-77	143M
ELG1|Homo	ELG1|Homo	100.000	460	826	3.088E-256	460M
ELG1|Homo	hsa_ires_00619.1|Homo	95.800	480	785	3.506E-241	145M20D315M
hsa_ires_00008.1|Homo	hsa_ires_00008.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00040.1|Homo	hsa_ires_00040.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00072.1|Homo	hsa_ires_00072.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00104.1|Homo	hsa_ires_00104.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00136.1|Homo	hsa_ires_00136.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00168.1|Homo	hsa_ires_00168.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00200.1|Homo	hsa_ires_00200.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00232.1|Homo	hsa_ires_00232.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00264.1|Homo	hsa_ires_00264.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00296.1|Homo	hsa_ires_00296.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00328.1|Homo	hsa_ires_00328.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00360.1|Homo	hsa_ires_00360.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00392.1|Homo	hsa_ires_00392.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00424.1|Homo	hsa_ires_00424.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00456.1|Homo	hsa_ires_00456.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00488.1|Homo	hsa_ires_00488.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00520.1|Homo	hsa_ires_00520.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00552.1|Homo	hsa_ires_00552.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00584.1|Homo	hsa_ires_00584.1|Homo	100.000	237	426	4.308E-130	237M
hsa_ires_00616.1|Homo	hsa_ires_00616.1|Homo	100.000	294	528	2.418E-162	294M
hsa_ires_00616.1|Homo	CM000668.2:43770953-43771261	100.000	294	528	2.418E-162	294M
hsa_ires_00648.1|Homo	hsa_ires_00648.1|Homo	100.000	348	625	6.852E-193	348M
hsa_ires_00680.1|Homo	hsa_ires_00680.1|Homo	100.000	95	172	1.071E-49	95M
mmu_ires_00020.1|Mus	mmu_ires_00020.1|Mus	100.000	489	878	1.229E-272	489M
X96871.1:402-893	X96871.1:402-893	100.000	492	883	2.472E-274	492M
vir_ires_00181.1	vir_ires_00181.1	100.000	174	313	1.952E-94	174M
vir_ires_00181.1	vir_ires_00058.1	91.200	172	239	2.445E-67	13M1D14M5D139M
vir_ires_00056.1	vir_ires_00056.1	100.000	174	313	1.952E-94	174M
vir_ires_00449.1	vir_ires_00449.1	100.000	174	313	1.952E-94	174M
vir_ires_00449.1	vir_ires_00385.1	95.200	167	265	1.631E-76	167M
vir_ires_00509.1	vir_ires_00509.1	100.000	252	453	1.401E-138	252M
vir_ires_00065.1	vir_ires_00065.1	100.000	174	313	1.952E-94	174M
vir_ires_00273.1	vir_ires_00273.1	100.000	174	313	1.952E-94	174M
vir_ires_00278.1	vir_ires_00278.1	100.000	174	313	1.952E-94	174M
vir_ires_00336.1	vir_ires_00336.1	100.000	174	313	1.952E-94	174M
vir_ires_00091.1	vir_ires_00091.1	100.000	174	313	1.952E-94	174M
vir_ires_00348.1	vir_ires_00348.1	100.000	174	313	1.952E-94	174M
vir_ires_00348.1	IAPV_IGRpred|Israel	86.300	183	235	4.210E-66	0M25D158M
vir_ires_00220.1	vir_ires_00220.1	100.000	174	313	1.952E-94	174M
vir_ires_00202.1	vir_ires_00202.1	100.000	174	313	1.952E-94	174M
vir_ires_00452.1	vir_ires_00452.1	100.000	174	313	1.952E-94	174M
vir_ires_00452.1	vir_ires_00028.1	98.200	167	287	1.080E-84	167M
vir_ires_00249.1	vir_ires_00249.1	100.000	174	313	1.952E-94	174M
vir_ires_00122.1	vir_ires_00122.1	100.000	174	313	1.952E-94	174M
CM000667.2:109052656-109052458	CM000667.2:109052656-109052458	100.000	199	358	1.379E-108	199M
FGF1A|Homo	FGF1A|Homo	100.000	434	779	1.563E-241	434M
hsa_ires_00009.1|Homo	hsa_ires_00009.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00041.1|Homo	hsa_ires_00041.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00073.1|Homo	hsa_ires_00073.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00105.1|Homo	hsa_ires_00105.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00137.1|Homo	hsa_ires_00137.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00169.1|Homo	hsa_ires_00169.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00201.1|Homo	hsa_ires_00201.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00233.1|Homo	hsa_ires_00233.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00265.1|Homo	hsa_ires_00265.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00297.1|Homo	hsa_ires_00297.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00329.1|Homo	hsa_ires_00329.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00361.1|Homo	hsa_ires_00361.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00393.1|Homo	hsa_ires_00393.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00425.1|Homo	hsa_ires_00425.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00457.1|Homo	hsa_ires_00457.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00489.1|Homo	hsa_ires_00489.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00521.1|Homo	hsa_ires_00521.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00553.1|Homo	hsa_ires_00553.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00585.1|Homo	hsa_ires_00585.1|Homo	100.000	94	170	3.948E-49	94M
hsa_ires_00617.1|Homo	hsa_ires_00617.1|Homo	100.000	156	281	3.026E-84	156M
hsa_ires_00649.1|Homo	hsa_ires_00649.1|Homo	100.000	120	216	7.361E-64	120M
hsa_ires_00681.1|Homo	hsa_ires_00681.1|Homo	100.000	98	177	2.137E-51	98M
mmu_ires_00021.1|Mus	mmu_ires_00021.1|Mus	100.000	212	381	6.053E-116	212M
AF218039.1:6028-6223	AF218039.1:6028-6223	100.000	196	353	6.879E-107	196M
AF218039.1:6028-6223	vir_ires_00474.1	97.000	201	336	1.757E-100	0M6D195M
vir_ires_00335.1	vir_ires_00335.1	100.000	174	313	1.952E-94	174M
vir_ires_00475.1	vir_ires_00475.1	100.000	232	417	2.909E-127	232M
vir_ires_00371.1	vir_ires_00371.1	100.000	174	313	1.952E-94	174M
vir_ires_00372.1	vir_ires_00372.1	100.000	174	313	1.952E-94	174M
vir_ires_00324.1	vir_ires_00324.1	100.000	174	313	1.952E-94	174M
vir_ires_00427.1	vir_ires_00427.1	100.000	174	313	1.952E-94	174M
vir_ires_00393.1	vir_ires_00393.1	100.000	174	313	1.952E-94	174M
vir_ires_00472.1	vir_ires_00472.1	100.000	334	600	5.691E-185	334M
vir_ires_00211.1	vir_ires_00211.1	100.000	174	313	1.952E-94	174M
vir_ires_00471.1	vir_ires_00471.1	100.000	518	930	4.897E-289	518M
vir_ires_00099.1	vir_ires_00099.1	100.000	174	313	1.952E-94	174M
vir_ires_00402.1	vir_ires_00402.1	100.000	174	313	1.952E-94	174M
vir_ires_00401.1	vir_ires_00401.1	100.000	174	313	1.952E-94	174M
vir_ires_00205.1	vir_ires_00205.1	100.000	174	313	1.952E-94	174M
vir_ires_00286.1	vir_ires_00286.1	100.000	174	313	1.952E-94	174M
vir_ires_00530.1	vir_ires_00530.1	100.000	297	534	4.856E-164	297M
hsa_ires_00010.1|Homo	hsa_ires_00010.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00042.1|Homo	hsa_ires_00042.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00074.1|Homo	hsa_ires_00074.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00106.1|Homo	hsa_ires_00106.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00138.1|Homo	hsa_ires_00138.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00170.1|Homo	hsa_ires_00170.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00202.1|Homo	hsa_ires_00202.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00234.1|Homo	hsa_ires_00234.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00266.1|Homo	hsa_ires_00266.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00298.1|Homo	hsa_ires_00298.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00330.1|Homo	hsa_ires_00330.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00362.1|Homo	hsa_ires_00362.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00394.1|Homo	hsa_ires_00394.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00426.1|Homo	hsa_ires_00426.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00458.1|Homo	hsa_ires_00458.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00490.1|Homo	hsa_ires_00490.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00522.1|Homo	hsa_ires_00522.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00554.1|Homo	hsa_ires_00554.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00586.1|Homo	hsa_ires_00586.1|Homo	100.000	100	181	1.573E-52	100M
hsa_ires_00618.1|Homo	hsa_ires_00618.1|Homo	100.000	149	268	2.781E-80	149M
hsa_ires_00618.1|Homo	MYT2_997-1152|Homo	100.000	146	263	3.045E-78	146M
hsa_ires_00650.1|Homo	hsa_ires_00650.1|Homo	100.000	181	326	2.128E-98	181M
hsa_ires_00682.1|Homo	hsa_ires_00682.1|Homo	100.000	518	930	4.897E-289	518M
mmu_ires_00022.1|Mus	mmu_ires_00022.1|Mus	100.000	300	539	9.752E-166	300M
mouse_hsa_ires_00416.1	mouse_hsa_ires_00207.1	100.000	137	247	1.734E-73	137M
mouse_hsa_ires_00416.1	mouse_hsa_ires_00416.1	100.000	137	247	1.734E-73	137M
mouse_hsa_ires_00252.1	mouse_hsa_ires_00252.1	100.000	26	48	1.443E-10	26M
PSIV_IGR|Plautia	PSIV_IGR|Plautia	100.000	145	261	5.118E-78	145M
vir_ires_00334.1	vir_ires_00334.1	100.000	174	313	1.952E-94	174M
vir_ires_00229.1	vir_ires_00229.1	100.000	174	313	1.952E-94	174M
vir_ires_00092.1	vir_ires_00092.1	100.000	174	313	1.952E-94	174M
vir_ires_00133.1	vir_ires_00133.1	100.000	174	313	1.952E-94	174M
vir_ires_00084.1	vir_ires_00084.1	100.000	174	313	1.952E-94	174M
vir_ires_00064.1	vir_ires_00064.1	100.000	174	313	1.952E-94	174M
vir_ires_00294.1	vir_ires_00294.1	100.000	174	313	1.952E-94	174M
vir_ires_00479.1	vir_ires_00479.1	100.000	77	139	1.701E-39	77M
vir_ires_00430.1	vir_ires_00430.1	100.000	174	313	1.952E-94	174M
vir_ires_00341.1	vir_ires_00341.1	100.000	174	313	1.952E-94	174M
vir_ires_00341.1	vir_ires_00440.1	98.800	168	294	5.068E-87	168M
vir_ires_00498.1	vir_ires_00498.1	100.000	432	775	2.114E-240	432M
vir_ires_00112.1	vir_ires_00112.1	100.000	174	313	1.952E-94	174M
vir_ires_00102.1	vir_ires_00102.1	100.000	174	313	1.952E-94	174M
vir_ires_00102.1	vir_ires_00101.1	100.000	161	290	1.090E-85	161M
vir_ires_00031.1	vir_ires_00031.1	100.000	174	313	1.952E-94	174M
vir_ires_00531.1	vir_ires_00531.1	100.000	739	1326	0.000E+00	739M
CM000667.2:142697800-142697634	CM000667.2:142697800-142697634	100.000	167	301	1.791E-90	167M
hSNM1|Homo	hsa_ires_00603.1|Homo	100.000	918	1646	0.000E+00	918M
hSNM1|Homo	hSNM1|Homo	100.000	918	1646	0.000E+00	918M
hsa_ires_00011.1|Homo	hsa_ires_00011.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00043.1|Homo	hsa_ires_00043.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00075.1|Homo	hsa_ires_00075.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00107.1|Homo	hsa_ires_00107.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00139.1|Homo	hsa_ires_00139.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00171.1|Homo	hsa_ires_00171.1|Homo	100.000	174	313	1.952E-94	174M
