Cluster Num,Representative,Member,RFAM family,Organism,Location,Length
605,"hsa_ires_00030.1|Homo sapiens (human)|chr12:121,011,141-121,016,497-","hsa_ires_00030.1|Homo sapiens (human)|chr12:121,011,141-121,016,497-",,Homo sapiens (human),"chr12:121,011,141-121,016,497-",174
606,"hsa_ires_00062.1|Homo sapiens (human)|chr9:88,134,812-88,134,985-","hsa_ires_00062.1|Homo sapiens (human)|chr9:88,134,812-88,134,985-",,Homo sapiens (human),"chr9:88,134,812-88,134,985-",174
607,"hsa_ires_00094.1|Homo sapiens (human)|chr17:44,187,682-44,189,046+","hsa_ires_00094.1|Homo sapiens (human)|chr17:44,187,682-44,189,046+",,Homo sapiens (human),"chr17:44,187,682-44,189,046+",174
608,"hsa_ires_00126.1|Homo sapiens (human)|chrX:102,248,438-102,307,078+","hsa_ires_00126.1|Homo sapiens (human)|chrX:102,248,438-102,307,078+",,Homo sapiens (human),"chrX:102,248,438-102,307,078+",174
609,"hsa_ires_00158.1|Homo sapiens (human)|chr5:141,476,002-141,494,835+","hsa_ires_00158.1|Homo sapiens (human)|chr5:141,476,002-141,494,835+",,Homo sapiens (human),"chr5:141,476,002-141,494,835+",174
610,"hsa_ires_00190.1|Homo sapiens (human)|chr12:31,659,302-31,661,953+","hsa_ires_00190.1|Homo sapiens (human)|chr12:31,659,302-31,661,953+",,Homo sapiens (human),"chr12:31,659,302-31,661,953+",174
611,"hsa_ires_00222.1|Homo sapiens (human)|chr18:63,643,490-63,644,268-","hsa_ires_00222.1|Homo sapiens (human)|chr18:63,643,490-63,644,268-",,Homo sapiens (human),"chr18:63,643,490-63,644,268-",174
612,"hsa_ires_00254.1|Homo sapiens (human)|chr16:67,180,611-67,183,379-","hsa_ires_00254.1|Homo sapiens (human)|chr16:67,180,611-67,183,379-",,Homo sapiens (human),"chr16:67,180,611-67,183,379-",174
613,"hsa_ires_00286.1|Homo sapiens (human)|chr1:155,324,244-155,324,417+","hsa_ires_00286.1|Homo sapiens (human)|chr1:155,324,244-155,324,417+",,Homo sapiens (human),"chr1:155,324,244-155,324,417+",174
614,"hsa_ires_00318.1|Homo sapiens (human)|chrX:115,593,507-115,610,290+","hsa_ires_00318.1|Homo sapiens (human)|chrX:115,593,507-115,610,290+",,Homo sapiens (human),"chrX:115,593,507-115,610,290+",174
615,"hsa_ires_00350.1|Homo sapiens (human)|chr6:106,512,168-106,512,341+","hsa_ires_00350.1|Homo sapiens (human)|chr6:106,512,168-106,512,341+",,Homo sapiens (human),"chr6:106,512,168-106,512,341+",174
616,"hsa_ires_00382.1|Homo sapiens (human)|chrY:1,282,413-1,282,703;chrX:1,282,413-1,282,703+;+","hsa_ires_00382.1|Homo sapiens (human)|chrY:1,282,413-1,282,703;chrX:1,282,413-1,282,703+;+",,Homo sapiens (human),"chrY:1,282,413-1,282,703;chrX:1,282,413-1,282,703+;+",174
617,"hsa_ires_00414.1|Homo sapiens (human)|chr19:21,819,221-21,836,208-","hsa_ires_00414.1|Homo sapiens (human)|chr19:21,819,221-21,836,208-",,Homo sapiens (human),"chr19:21,819,221-21,836,208-",174
618,"hsa_ires_00446.1|Homo sapiens (human)|chr12:102,958,071-102,958,244+","hsa_ires_00446.1|Homo sapiens (human)|chr12:102,958,071-102,958,244+",,Homo sapiens (human),"chr12:102,958,071-102,958,244+",174
619,"hsa_ires_00478.1|Homo sapiens (human)|chr10:122,386,104-122,393,200+","hsa_ires_00478.1|Homo sapiens (human)|chr10:122,386,104-122,393,200+",,Homo sapiens (human),"chr10:122,386,104-122,393,200+",174
620,"hsa_ires_00510.1|Homo sapiens (human)|chr5:142,613,988-142,614,161-","hsa_ires_00510.1|Homo sapiens (human)|chr5:142,613,988-142,614,161-",,Homo sapiens (human),"chr5:142,613,988-142,614,161-",174
621,"hsa_ires_00542.1|Homo sapiens (human)|chr20:21,126,088-21,132,153+","hsa_ires_00542.1|Homo sapiens (human)|chr20:21,126,088-21,132,153+",,Homo sapiens (human),"chr20:21,126,088-21,132,153+",174
622,"hsa_ires_00574.1|Homo sapiens (human)|chr11:2,140,297-2,141,027-","hsa_ires_00574.1|Homo sapiens (human)|chr11:2,140,297-2,141,027-",RF00483,Homo sapiens (human),"chr11:2,140,297-2,141,027-",174
623,"hsa_ires_00606.1|Homo sapiens (human)|chr1:39,901,435-39,902,015-","hsa_ires_00606.1|Homo sapiens (human)|chr1:39,901,435-39,902,015-",RF00261,Homo sapiens (human),"chr1:39,901,435-39,902,015-",217
623,"hsa_ires_00606.1|Homo sapiens (human)|chr1:39,901,435-39,902,015-","CM000997.3:122889735-122889956 Mus musculus IRES_L-myc CM000997.3 Mus musculus chromosome 4, GRCm39 reference primary assembly C57BL/6J",RF00261,Mus musculus (mouse),,222
623,"hsa_ires_00606.1|Homo sapiens (human)|chr1:39,901,435-39,902,015-",mouse_CM000663.2:39902015-39901795 | chr4:122889735-122889956(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),RF00261,chr4:122889735-122889956(+),chr4:122889735-122889956+,222
623,"hsa_ires_00606.1|Homo sapiens (human)|chr1:39,901,435-39,902,015-",mouse_hsa_ires_00606.1 | chr4:122889735-122889956(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),RF00261,chr4:122889735-122889956(+),chr4:122889735-122889956+,222
623,"hsa_ires_00606.1|Homo sapiens (human)|chr1:39,901,435-39,902,015-",mouse_CM000663.2:38708708-38708962 | chr4:122889735-122889956(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),RF00261,chr4:122889735-122889956(+),chr4:122889735-122889956+,222
623,"hsa_ires_00606.1|Homo sapiens (human)|chr1:39,901,435-39,902,015-","CM000663.2:39902015-39901795 Homo sapiens IRES_L-myc Homo sapiens chromosome 1, GRCh38 reference primary assembly.",,Homo sapiens (human),,221
624,"hsa_ires_00638.1|Homo sapiens (human)|chr2:239,194,229-239,194,451-","hsa_ires_00638.1|Homo sapiens (human)|chr2:239,194,229-239,194,451-",,Homo sapiens (human),"chr2:239,194,229-239,194,451-",223
625,"hsa_ires_00670.1|Homo sapiens (human)|chr20:37,346,154-37,384,186+","hsa_ires_00670.1|Homo sapiens (human)|chr20:37,346,154-37,384,186+",,Homo sapiens (human),"chr20:37,346,154-37,384,186+",381
626,"CM001000.3:142214878-142214758 Mus musculus IRES_IGF2 CM001000.3 Mus musculus chromosome 7, GRCm39 reference primary assembly C57BL/6J","CM001000.3:142214878-142214758 Mus musculus IRES_IGF2 CM001000.3 Mus musculus chromosome 7, GRCm39 reference primary assembly C57BL/6J",RF00483,Mus musculus (mouse),,121
626,"CM001000.3:142214878-142214758 Mus musculus IRES_IGF2 CM001000.3 Mus musculus chromosome 7, GRCm39 reference primary assembly C57BL/6J","CM000673.2:2141059-2140939 Homo sapiens IRES_IGF2 Homo sapiens chromosome 11, GRCh38 reference primary assembly.",RF00483,Homo sapiens (human),,121
627,mmu_ires_00010.1|Mus musculus (house mouse),mmu_ires_00010.1|Mus musculus (house mouse),,Mus musculus (mouse),,115
628,mouse_hsa_ires_00052.1 | chr10:16783403-16783551(+) | RF00457 | IRES_mnt | IRES,mouse_hsa_ires_00052.1 | chr10:16783403-16783551(+) | RF00457 | IRES_mnt | IRES,RF00457,Mus musculus (mouse),chr10:16783403-16783551+,149
629,"KX883654.1:5717-5927 Shahe picorna-like virus 8 IRES_Cripavirus Shahe picorna-like virus 8 strain SHWC12398 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.","KX883654.1:5717-5927 Shahe picorna-like virus 8 IRES_Cripavirus Shahe picorna-like virus 8 strain SHWC12398 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.",RF00458,Virus,,211
630,vir_ires_00025.1,vir_ires_00025.1,,Virus,,174
631,vir_ires_00392.1,vir_ires_00392.1,,Virus,,174
632,vir_ires_00276.1,vir_ires_00276.1,,Virus,,174
633,vir_ires_00187.1,vir_ires_00187.1,,Virus,,174
634,vir_ires_00397.1,vir_ires_00397.1,,Virus,,174
635,vir_ires_00398.1,vir_ires_00398.1,,Virus,,174
636,vir_ires_00333.1,vir_ires_00333.1,,Virus,,174
637,vir_ires_00289.1,vir_ires_00289.1,,Virus,,174
638,vir_ires_00182.1,vir_ires_00182.1,,Virus,,174
638,vir_ires_00182.1,vir_ires_00063.1,,Virus,,174
639,vir_ires_00250.1,vir_ires_00250.1,,Virus,,174
640,vir_ires_00175.1,vir_ires_00175.1,,Virus,,174
641,vir_ires_00004.1,vir_ires_00004.1,,Virus,,174
642,vir_ires_00259.1,vir_ires_00259.1,,Virus,,174
643,vir_ires_00282.1,vir_ires_00282.1,,Virus,,174
644,vir_ires_00368.1,vir_ires_00368.1,RF00229,Virus,,174
645,vir_ires_00519.1,vir_ires_00519.1,,Virus,,574
645,vir_ires_00519.1,EMCV-R|Encephalomyocarditis virus,,Encephalomyocarditis virus,,576
646,vir_ires_00551.1,vir_ires_00551.1,,Virus,,495
647,XIAP_5-464|Homo sapiens,XIAP_5-464|Homo sapiens,,Homo sapiens (human),,460
647,XIAP_5-464|Homo sapiens,XIAP_5-464|Homo sapiens,,Homo sapiens (human),,460
648,"hsa_ires_00031.1|Homo sapiens (human)|chr12:27,969,495-27,969,832-","hsa_ires_00031.1|Homo sapiens (human)|chr12:27,969,495-27,969,832-",,Homo sapiens (human),"chr12:27,969,495-27,969,832-",174
649,"hsa_ires_00063.1|Homo sapiens (human)|chr19:35,907,549-35,908,309-","hsa_ires_00063.1|Homo sapiens (human)|chr19:35,907,549-35,908,309-",,Homo sapiens (human),"chr19:35,907,549-35,908,309-",174
650,"hsa_ires_00095.1|Homo sapiens (human)|chr1:45,551,116-45,561,794+","hsa_ires_00095.1|Homo sapiens (human)|chr1:45,551,116-45,561,794+",,Homo sapiens (human),"chr1:45,551,116-45,561,794+",174
651,"hsa_ires_00127.1|Homo sapiens (human)|chr2:79,025,711-79,026,093+","hsa_ires_00127.1|Homo sapiens (human)|chr2:79,025,711-79,026,093+",,Homo sapiens (human),"chr2:79,025,711-79,026,093+",174
652,"hsa_ires_00159.1|Homo sapiens (human)|chr10:104,275,129-104,275,302+","hsa_ires_00159.1|Homo sapiens (human)|chr10:104,275,129-104,275,302+",,Homo sapiens (human),"chr10:104,275,129-104,275,302+",174
653,"hsa_ires_00191.1|Homo sapiens (human)|chr16:67,943,204-67,944,112-","hsa_ires_00191.1|Homo sapiens (human)|chr16:67,943,204-67,944,112-",,Homo sapiens (human),"chr16:67,943,204-67,944,112-",174
654,"hsa_ires_00223.1|Homo sapiens (human)|chr1:150,268,811-150,268,984-","hsa_ires_00223.1|Homo sapiens (human)|chr1:150,268,811-150,268,984-",,Homo sapiens (human),"chr1:150,268,811-150,268,984-",174
655,"hsa_ires_00255.1|Homo sapiens (human)|chr11:95,865,647-95,887,632-","hsa_ires_00255.1|Homo sapiens (human)|chr11:95,865,647-95,887,632-",,Homo sapiens (human),"chr11:95,865,647-95,887,632-",174
656,"hsa_ires_00287.1|Homo sapiens (human)|chr4:39,458,414-39,458,587-","hsa_ires_00287.1|Homo sapiens (human)|chr4:39,458,414-39,458,587-",,Homo sapiens (human),"chr4:39,458,414-39,458,587-",174
657,"hsa_ires_00319.1|Homo sapiens (human)|chr16:70,314,949-70,317,526+","hsa_ires_00319.1|Homo sapiens (human)|chr16:70,314,949-70,317,526+",,Homo sapiens (human),"chr16:70,314,949-70,317,526+",174
658,"hsa_ires_00351.1|Homo sapiens (human)|chr21:33,539,316-33,542,792-","hsa_ires_00351.1|Homo sapiens (human)|chr21:33,539,316-33,542,792-",,Homo sapiens (human),"chr21:33,539,316-33,542,792-",174
659,"hsa_ires_00383.1|Homo sapiens (human)|chr1:45,457,786-45,490,939-","hsa_ires_00383.1|Homo sapiens (human)|chr1:45,457,786-45,490,939-",,Homo sapiens (human),"chr1:45,457,786-45,490,939-",174
660,"hsa_ires_00415.1|Homo sapiens (human)|chr3:25,428,558-25,428,731+","hsa_ires_00415.1|Homo sapiens (human)|chr3:25,428,558-25,428,731+",,Homo sapiens (human),"chr3:25,428,558-25,428,731+",174
661,"hsa_ires_00447.1|Homo sapiens (human)|chr20:64,076,887-64,079,399-","hsa_ires_00447.1|Homo sapiens (human)|chr20:64,076,887-64,079,399-",,Homo sapiens (human),"chr20:64,076,887-64,079,399-",174
662,"hsa_ires_00479.1|Homo sapiens (human)|chr16:20,902,544-20,902,717+","hsa_ires_00479.1|Homo sapiens (human)|chr16:20,902,544-20,902,717+",,Homo sapiens (human),"chr16:20,902,544-20,902,717+",174
663,"hsa_ires_00511.1|Homo sapiens (human)|chr3:197,183,809-197,183,982-","hsa_ires_00511.1|Homo sapiens (human)|chr3:197,183,809-197,183,982-",,Homo sapiens (human),"chr3:197,183,809-197,183,982-",174
664,"hsa_ires_00543.1|Homo sapiens (human)|chr9:90,827,447-90,843,898+","hsa_ires_00543.1|Homo sapiens (human)|chr9:90,827,447-90,843,898+",,Homo sapiens (human),"chr9:90,827,447-90,843,898+",174
665,"hsa_ires_00575.1|Homo sapiens (human)|chr11:68,896,656-68,900,599-","hsa_ires_00575.1|Homo sapiens (human)|chr11:68,896,656-68,900,599-",,Homo sapiens (human),"chr11:68,896,656-68,900,599-",174
666,"hsa_ires_00639.1|Homo sapiens (human)|chr2:177,264,532-177,264,659-","hsa_ires_00639.1|Homo sapiens (human)|chr2:177,264,532-177,264,659-",RF02531,Homo sapiens (human),"chr2:177,264,532-177,264,659-",128
666,"hsa_ires_00639.1|Homo sapiens (human)|chr2:177,264,532-177,264,659-","CM000664.2:177264659-177264532 Homo sapiens NRF2_IRES Homo sapiens chromosome 2, GRCh38 reference primary assembly.",RF02531,Homo sapiens (human),,128
667,"hsa_ires_00671.1|Homo sapiens (human)|chr15:40,929,333-40,929,668+","hsa_ires_00671.1|Homo sapiens (human)|chr15:40,929,333-40,929,668+",,Homo sapiens (human),"chr15:40,929,333-40,929,668+",336
668,mmu_ires_00011.1|Mus musculus (house mouse),mmu_ires_00011.1|Mus musculus (house mouse),,Mus musculus (mouse),,174
669,mouse_hsa_ires_00276.1 | chr5:98312761-98312941(-) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00276.1 | chr5:98312761-98312941(-) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),RF00226,Mus musculus (mouse),chr5:98312761-98312941-,181
670,mouse_hsa_ires_00560.1 | chr1:157065538-157065701(+) | RF00457 | IRES_mnt | IRES,mouse_hsa_ires_00560.1 | chr1:157065538-157065701(+) | RF00457 | IRES_mnt | IRES,RF00457,Mus musculus (mouse),chr1:157065538-157065701+,164
671,mouse_hsa_ires_00031.1 | chr6:146665733-146665870(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00031.1 | chr6:146665733-146665870(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),RF00261,Mus musculus (mouse),chr6:146665733-146665870+,138
672,vir_ires_00376.1,vir_ires_00376.1,RF00102,Virus,,174
673,vir_ires_00311.1,vir_ires_00311.1,,Virus,,174
674,vir_ires_00355.1,vir_ires_00355.1,,Virus,,174
675,vir_ires_00434.1,vir_ires_00434.1,,Virus,,174
676,vir_ires_00306.1,vir_ires_00306.1,,Virus,,174
677,vir_ires_00041.1,vir_ires_00041.1,,Virus,,174
678,vir_ires_00473.1,vir_ires_00473.1,,Virus,,353
679,vir_ires_00321.1,vir_ires_00321.1,,Virus,,174
680,vir_ires_00248.1,vir_ires_00248.1,,Virus,,174
681,vir_ires_00082.1,vir_ires_00082.1,,Virus,,174
682,vir_ires_00097.1,vir_ires_00097.1,,Virus,,174
682,vir_ires_00097.1,vir_ires_00038.1,,Virus,,174
683,vir_ires_00090.1,vir_ires_00090.1,,Virus,,174
684,vir_ires_00416.1,vir_ires_00416.1,,Virus,,174
685,vir_ires_00265.1,vir_ires_00265.1,,Virus,,174
686,vir_ires_00493.1,vir_ires_00493.1,,Virus,,245
687,vir_ires_00520.1,vir_ires_00520.1,,Virus,,721
688,vir_ires_00552.1,vir_ires_00552.1,,Virus,,487
689,"CM000666.2:122826680-122827177 Homo sapiens IRES_FGF2 Homo sapiens chromosome 4, GRCh38 reference primary assembly.","CM000666.2:122826680-122827177 Homo sapiens IRES_FGF2 Homo sapiens chromosome 4, GRCh38 reference primary assembly.",,Homo sapiens (human),,498
690,c-IAP1_285-1399|Homo sapiens,c-IAP1_285-1399|Homo sapiens,,Homo sapiens (human),,1115
690,c-IAP1_285-1399|Homo sapiens,c-IAP1_285-1399|Homo sapiens,,Homo sapiens (human),,1115
691,"hsa_ires_00000.1|Homo sapiens (human)|chr2:45,602,066-45,611,294-","hsa_ires_00000.1|Homo sapiens (human)|chr2:45,602,066-45,611,294-",,Homo sapiens (human),"chr2:45,602,066-45,611,294-",174
692,"hsa_ires_00032.1|Homo sapiens (human)|chr2:99,142,294-99,147,467+","hsa_ires_00032.1|Homo sapiens (human)|chr2:99,142,294-99,147,467+",,Homo sapiens (human),"chr2:99,142,294-99,147,467+",174
693,"hsa_ires_00064.1|Homo sapiens (human)|chr12:48,122,647-48,122,820+","hsa_ires_00064.1|Homo sapiens (human)|chr12:48,122,647-48,122,820+",,Homo sapiens (human),"chr12:48,122,647-48,122,820+",174
694,"hsa_ires_00096.1|Homo sapiens (human)|chr19:55,368,513-55,370,420-","hsa_ires_00096.1|Homo sapiens (human)|chr19:55,368,513-55,370,420-",,Homo sapiens (human),"chr19:55,368,513-55,370,420-",174
695,"hsa_ires_00128.1|Homo sapiens (human)|chr12:55,331,701-55,331,874+","hsa_ires_00128.1|Homo sapiens (human)|chr12:55,331,701-55,331,874+",,Homo sapiens (human),"chr12:55,331,701-55,331,874+",174
696,"hsa_ires_00160.1|Homo sapiens (human)|chr12:6,200,326-6,200,499+","hsa_ires_00160.1|Homo sapiens (human)|chr12:6,200,326-6,200,499+",,Homo sapiens (human),"chr12:6,200,326-6,200,499+",174
697,"hsa_ires_00192.1|Homo sapiens (human)|chr21:32,794,422-32,810,608-","hsa_ires_00192.1|Homo sapiens (human)|chr21:32,794,422-32,810,608-",,Homo sapiens (human),"chr21:32,794,422-32,810,608-",174
698,"hsa_ires_00224.1|Homo sapiens (human)|chr16:67,227,113-67,227,897+","hsa_ires_00224.1|Homo sapiens (human)|chr16:67,227,113-67,227,897+",,Homo sapiens (human),"chr16:67,227,113-67,227,897+",174
699,"hsa_ires_00256.1|Homo sapiens (human)|chr2:223,051,971-223,052,144+","hsa_ires_00256.1|Homo sapiens (human)|chr2:223,051,971-223,052,144+",,Homo sapiens (human),"chr2:223,051,971-223,052,144+",174
700,"hsa_ires_00288.1|Homo sapiens (human)|chr2:27,380,118-27,380,291-","hsa_ires_00288.1|Homo sapiens (human)|chr2:27,380,118-27,380,291-",,Homo sapiens (human),"chr2:27,380,118-27,380,291-",174
701,"hsa_ires_00320.1|Homo sapiens (human)|chr1:206,921,855-206,922,028-","hsa_ires_00320.1|Homo sapiens (human)|chr1:206,921,855-206,922,028-",,Homo sapiens (human),"chr1:206,921,855-206,922,028-",174
702,"hsa_ires_00352.1|Homo sapiens (human)|chr8:27,471,059-27,478,861-","hsa_ires_00352.1|Homo sapiens (human)|chr8:27,471,059-27,478,861-",,Homo sapiens (human),"chr8:27,471,059-27,478,861-",174
703,"hsa_ires_00384.1|Homo sapiens (human)|chr1:156,246,732-156,247,982-","hsa_ires_00384.1|Homo sapiens (human)|chr1:156,246,732-156,247,982-",,Homo sapiens (human),"chr1:156,246,732-156,247,982-",174
704,"hsa_ires_00416.1|Homo sapiens (human)|chr2:74,502,860-74,503,033-","hsa_ires_00416.1|Homo sapiens (human)|chr2:74,502,860-74,503,033-",,Homo sapiens (human),"chr2:74,502,860-74,503,033-",174
705,"hsa_ires_00448.1|Homo sapiens (human)|chr6:24,774,931-24,777,289+","hsa_ires_00448.1|Homo sapiens (human)|chr6:24,774,931-24,777,289+",,Homo sapiens (human),"chr6:24,774,931-24,777,289+",174
706,"hsa_ires_00480.1|Homo sapiens (human)|chr1:173,207,159-173,207,313-","hsa_ires_00480.1|Homo sapiens (human)|chr1:173,207,159-173,207,313-",,Homo sapiens (human),"chr1:173,207,159-173,207,313-",174
707,"hsa_ires_00512.1|Homo sapiens (human)|chr2:37,928,779-37,929,277+","hsa_ires_00512.1|Homo sapiens (human)|chr2:37,928,779-37,929,277+",,Homo sapiens (human),"chr2:37,928,779-37,929,277+",174
708,"hsa_ires_00544.1|Homo sapiens (human)|chr4:100,517,915-100,518,088-","hsa_ires_00544.1|Homo sapiens (human)|chr4:100,517,915-100,518,088-",,Homo sapiens (human),"chr4:100,517,915-100,518,088-",174
709,"hsa_ires_00576.1|Homo sapiens (human)|chr15:41,230,507-41,230,680-","hsa_ires_00576.1|Homo sapiens (human)|chr15:41,230,507-41,230,680-",,Homo sapiens (human),"chr15:41,230,507-41,230,680-",174
710,"hsa_ires_00608.1|Homo sapiens (human)|chr17:2,400,753-2,400,877-","hsa_ires_00608.1|Homo sapiens (human)|chr17:2,400,753-2,400,877-",RF00457,Homo sapiens (human),"chr17:2,400,753-2,400,877-",125
711,"hsa_ires_00640.1|Homo sapiens (human)|chr9:84,670,472-84,670,748+","hsa_ires_00640.1|Homo sapiens (human)|chr9:84,670,472-84,670,748+",,Homo sapiens (human),"chr9:84,670,472-84,670,748+",277
712,mouse_hsa_ires_00128.1 | chr10:128664423-128664568(-) | RF00457 | IRES_mnt | IRES,mouse_hsa_ires_00128.1 | chr10:128664423-128664568(-) | RF00457 | IRES_mnt | IRES,RF00457,Mus musculus (mouse),chr10:128664423-128664568-,146
712,mouse_hsa_ires_00128.1 | chr10:128664423-128664568(-) | RF00457 | IRES_mnt | IRES,mouse_hsa_ires_00130.1 | chr10:129197605-129197750(-) | RF00457 | IRES_mnt | IRES,RF00457,Mus musculus (mouse),chr10:129197605-129197750-,146
713,mouse_hsa_ires_00175.1 | chr8:116755677-116755883(-) | RF00216 | IRES_c-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00175.1 | chr8:116755677-116755883(-) | RF00216 | IRES_c-myc | internal ribosome entry site (IRES),RF00216,Mus musculus (mouse),chr8:116755677-116755883-,207
714,ABPV_IGRpred|Acute bee paralysis virus,ABPV_IGRpred|Acute bee paralysis virus,,Acute bee paralysis virus,,199
714,ABPV_IGRpred|Acute bee paralysis virus,vir_ires_00510.1,,Virus,,213
715,HIV-1|Human Immunodeficiency Virus type 1,HIV-1|Human Immunodeficiency Virus type 1,RF00375,Human Immunodeficiency Virus type 1,,233
715,HIV-1|Human Immunodeficiency Virus type 1,vir_ires_00470.1,RF00375,Virus,,233
716,vir_ires_00018.1,vir_ires_00018.1,,Virus,,174
717,vir_ires_00074.1,vir_ires_00074.1,,Virus,,174
718,vir_ires_00012.1,vir_ires_00012.1,,Virus,,174
719,vir_ires_00337.1,vir_ires_00337.1,,Virus,,174
720,vir_ires_00477.1,vir_ires_00477.1,,Virus,,170
720,vir_ires_00477.1,SV40_661-830|Simian virus 40,,Simian virus 40,,170
721,vir_ires_00140.1,vir_ires_00140.1,,Virus,,174
722,vir_ires_00489.1,vir_ires_00489.1,RF00458,Virus,,175
723,vir_ires_00279.1,vir_ires_00279.1,,Virus,,174
724,vir_ires_00242.1,vir_ires_00242.1,,Virus,,174
725,vir_ires_00274.1,vir_ires_00274.1,,Virus,,174
726,vir_ires_00388.1,vir_ires_00388.1,,Virus,,174
727,vir_ires_00098.1,vir_ires_00098.1,,Virus,,174
728,vir_ires_00078.1,vir_ires_00078.1,,Virus,,174
729,vir_ires_00143.1,vir_ires_00143.1,,Virus,,174
730,vir_ires_00504.1,vir_ires_00504.1,RF00229,Virus,,510
731,vir_ires_00000.1,vir_ires_00000.1,RF00102,Virus,,174
732,vir_ires_00521.1,vir_ires_00521.1,RF00376,Virus,,421
733,vir_ires_00553.1,vir_ires_00553.1,,Virus,,369
734,"CM000685.2:38479154-38479285 Homo sapiens IRES_Bag1 Homo sapiens chromosome X, GRCh38 reference primary assembly.","CM000685.2:38479154-38479285 Homo sapiens IRES_Bag1 Homo sapiens chromosome X, GRCh38 reference primary assembly.",RF00222,Homo sapiens (human),,132
735,"hsa_ires_00001.1|Homo sapiens (human)|chr1:70,411,242-70,411,415+","hsa_ires_00001.1|Homo sapiens (human)|chr1:70,411,242-70,411,415+",,Homo sapiens (human),"chr1:70,411,242-70,411,415+",174
736,"hsa_ires_00033.1|Homo sapiens (human)|chr8:100,948,890-100,950,568-","hsa_ires_00033.1|Homo sapiens (human)|chr8:100,948,890-100,950,568-",,Homo sapiens (human),"chr8:100,948,890-100,950,568-",174
737,"hsa_ires_00065.1|Homo sapiens (human)|chr16:30,064,353-30,067,254+","hsa_ires_00065.1|Homo sapiens (human)|chr16:30,064,353-30,067,254+",,Homo sapiens (human),"chr16:30,064,353-30,067,254+",174
738,"hsa_ires_00097.1|Homo sapiens (human)|chr4:94,207,946-94,208,394+","hsa_ires_00097.1|Homo sapiens (human)|chr4:94,207,946-94,208,394+",,Homo sapiens (human),"chr4:94,207,946-94,208,394+",174
739,"hsa_ires_00129.1|Homo sapiens (human)|chr19:53,014,091-53,014,264+","hsa_ires_00129.1|Homo sapiens (human)|chr19:53,014,091-53,014,264+",,Homo sapiens (human),"chr19:53,014,091-53,014,264+",174
740,"hsa_ires_00161.1|Homo sapiens (human)|chr7:105,268,844-105,269,017-","hsa_ires_00161.1|Homo sapiens (human)|chr7:105,268,844-105,269,017-",,Homo sapiens (human),"chr7:105,268,844-105,269,017-",174
741,"hsa_ires_00193.1|Homo sapiens (human)|chr19:41,687,114-41,688,167-","hsa_ires_00193.1|Homo sapiens (human)|chr19:41,687,114-41,688,167-",,Homo sapiens (human),"chr19:41,687,114-41,688,167-",174
742,"hsa_ires_00225.1|Homo sapiens (human)|chr3:9,902,828-9,903,001+","hsa_ires_00225.1|Homo sapiens (human)|chr3:9,902,828-9,903,001+",,Homo sapiens (human),"chr3:9,902,828-9,903,001+",174
743,"hsa_ires_00257.1|Homo sapiens (human)|chr19:35,712,964-35,714,626+","hsa_ires_00257.1|Homo sapiens (human)|chr19:35,712,964-35,714,626+",,Homo sapiens (human),"chr19:35,712,964-35,714,626+",174
744,"hsa_ires_00289.1|Homo sapiens (human)|chr1:145,608,081-145,616,266+","hsa_ires_00289.1|Homo sapiens (human)|chr1:145,608,081-145,616,266+",,Homo sapiens (human),"chr1:145,608,081-145,616,266+",174
745,"hsa_ires_00321.1|Homo sapiens (human)|chr15:64,381,330-64,381,503-","hsa_ires_00321.1|Homo sapiens (human)|chr15:64,381,330-64,381,503-",,Homo sapiens (human),"chr15:64,381,330-64,381,503-",174
746,"hsa_ires_00353.1|Homo sapiens (human)|chr6:132,503,531-132,513,122-","hsa_ires_00353.1|Homo sapiens (human)|chr6:132,503,531-132,513,122-",,Homo sapiens (human),"chr6:132,503,531-132,513,122-",174
747,"hsa_ires_00385.1|Homo sapiens (human)|chr2:84,516,455-84,517,863+","hsa_ires_00385.1|Homo sapiens (human)|chr2:84,516,455-84,517,863+",,Homo sapiens (human),"chr2:84,516,455-84,517,863+",174
748,"hsa_ires_00417.1|Homo sapiens (human)|chr20:31,440,608-31,450,053+","hsa_ires_00417.1|Homo sapiens (human)|chr20:31,440,608-31,450,053+",,Homo sapiens (human),"chr20:31,440,608-31,450,053+",174
749,"hsa_ires_00449.1|Homo sapiens (human)|chr1:32,765,634-32,765,807+","hsa_ires_00449.1|Homo sapiens (human)|chr1:32,765,634-32,765,807+",,Homo sapiens (human),"chr1:32,765,634-32,765,807+",174
750,"hsa_ires_00481.1|Homo sapiens (human)|chr11:18,455,914-18,456,680+","hsa_ires_00481.1|Homo sapiens (human)|chr11:18,455,914-18,456,680+",,Homo sapiens (human),"chr11:18,455,914-18,456,680+",174
