accession,bits_score,start,end,description,species,tax_id
VXAG01000667.1,113,201020,200828,"VXAG01000667.1 Trogon melanurus voucher USNM:627360 isolate B10K-DU-007-40 scaffold_662, whole genome shotgun sequence",Trogon melanurus (black-tailed trogon),56311
HG009210.1,112.9,19028766,19028573,"HG009210.1 Serinus canaria genomic scaffold, SCA1_u2, whole genome shotgun sequence",Serinus canaria (common canary),9135
VYZM01011045.1,112.9,88463,88656,"VYZM01011045.1 Dromas ardeola voucher USNM:647762 isolate B10K-DU-012-55 scaffold3650, whole genome shotgun sequence",Dromas ardeola,458190
VXBV01006275.1,112.8,249623,249430,"VXBV01006275.1 Certhia brachydactyla voucher USNM:637436 isolate B10K-DU-002-20 scaffold127, whole genome shotgun sequence",Certhia brachydactyla,73330
VXBS01009066.1,112.7,2366117,2366310,"VXBS01009066.1 Sitta europaea voucher USNM:639762 isolate B10K-DU-002-25 scaffold795, whole genome shotgun sequence",Sitta europaea (wood nuthatch),50251
VZTX01006368.1,112.6,527090,526897,"VZTX01006368.1 Pardalotus punctatus voucher MVMA:289 isolate B10K-DU-029-51 scaffold196, whole genome shotgun sequence",Pardalotus punctatus (spotted pardalote),254575
VZTG01008475.1,112.3,2096869,2096676,"VZTG01008475.1 Melanocharis versteri isolate B10K-DU-029-37 scaffold403, whole genome shotgun sequence",Melanocharis versteri (fan-tailed berrypecker),254552
KK797635.1,112.3,45169,45363,"KK797635.1 Mesitornis unicolor isolate BGI_N332 unplaced genomic scaffold scaffold14410, whole genome shotgun sequence",Mesitornis unicolor (brown roatelo),54374
KL447036.1,112.3,905623,905816,"KL447036.1 Cuculus canorus isolate BGI_N303 unplaced genomic scaffold scaffold390, whole genome shotgun sequence",Cuculus canorus (common cuckoo),55661
VXAY01002812.1,112.2,157818,158001,"VXAY01002812.1 Oxyruncus cristatus voucher USNM:632342 isolate B10K-DU-002-07 scaffold407, whole genome shotgun sequence",Oxyruncus cristatus (sharpbill),114331
VWPO01000234.1,112.2,455098,454919,"VWPO01000234.1 Glareola pratincola voucher LSUMZ:Ornithology:B62518 isolate B10K-CU-031-08 scaffold_231, whole genome shotgun sequence",Glareola pratincola,43316
VWZJ01007291.1,112.1,721804,721997,"VWZJ01007291.1 Hemiprocne comata voucher USNM:607338 isolate B10K-DU-001-23 scaffold856, whole genome shotgun sequence",Hemiprocne comata,243314
VYXD01014867.1,112.1,252550,252358,"VYXD01014867.1 Hylia prasina voucher USNM:627009 isolate B10K-DU-001-70 scaffold230, whole genome shotgun sequence",Hylia prasina (green hylia),208073
VZRX01010699.1,112.1,164981,165174,"VZRX01010699.1 Notiomystis cincta isolate B10K-DU-029-75 scaffold4017, whole genome shotgun sequence",Notiomystis cincta,366454
VXAV01003930.1,112.1,252681,252489,"VXAV01003930.1 Alectura lathami voucher USNM:612658 isolate B10K-DU-001-39 scaffold1407, whole genome shotgun sequence",Alectura lathami (australian brush-turkey),81907
GL430711.1,112,98192,97990,"Myotis lucifugus unplaced genomic scaffold scaffold_944, whole genome shotgun sequence.",Myotis lucifugus (little brown bat),59463
VXBO01014518.1,112,53168,53362,"VXBO01014518.1 Rhinoptilus africanus voucher USNM:642451 isolate B10K-DU-002-36 scaffold682, whole genome shotgun sequence",Rhinoptilus africanus (double-banded courser),240209
KK937543.1,112,43729,43922,"KK937543.1 Nestor notabilis isolate BGI_N333 unplaced genomic scaffold scaffold15464, whole genome shotgun sequence",Nestor notabilis,176057
VXAQ01000221.1,112,878898,879077,"VXAQ01000221.1 Chordeiles acutipennis voucher USNM:632837 isolate B10K-DU-008-62 scaffold_174, whole genome shotgun sequence",Chordeiles acutipennis (lesser nighthawk),118183
VZSY01001037.1,112,7634,7441,"VZSY01001037.1 Sapayoa aenigma voucher LSUMZ:Ornithology:B2333 isolate B10K-DU-030-41 scaffold_966, whole genome shotgun sequence",Sapayoa aenigma (broad-billed sapayoa),239371
VXBB01005701.1,111.9,191085,191277,"VXBB01005701.1 Illadopsis cleaveri voucher USNM:631543 isolate B10K-DU-002-01 scaffold3383, whole genome shotgun sequence",Illadopsis cleaveri (blackcap illadopsis),201329
VZRG01000025.1,111.9,117397,117589,"VZRG01000025.1 Erythrocercus mccallii voucher LSUMZ:Ornithology:B45295 isolate B10K-DU-002-60 scaffold_23, whole genome shotgun sequence",Erythrocercus mccallii,107208
VZSW01000011.1,111.9,451470,451662,"VZSW01000011.1 Pomatorhinus ruficollis voucher IZCAS:20397 isolate B10K-IZ-033-81 scaffold_10, whole genome shotgun sequence",Pomatorhinus ruficollis,932028
VZRT01004519.1,111.8,32404,32211,"VZRT01004519.1 Panurus biarmicus voucher UWBM:59726 isolate B10K-DU-030-18 scaffold_4446, whole genome shotgun sequence",Panurus biarmicus,181101
VZUD01000034.1,111.8,31160276,31160083,"VZUD01000034.1 Cepphus grylle isolate OUT-0020 scaffold130_cov51, whole genome shotgun sequence",Cepphus grylle,28697
JMFI01034530.1,111.7,266,459,"Phalacrocorax carbo contig34530, whole genome shotgun sequence.",Phalacrocorax carbo (great cormorant),9209
VZTB01008899.1,111.6,840717,840524,"VZTB01008899.1 Thryothorus ludovicianus voucher USNM:626484 isolate B10K-DU-001-68 scaffold2856, whole genome shotgun sequence",Thryothorus ludovicianus,74200
WBMZ01007487.1,111.6,485049,484856,"WBMZ01007487.1 Atrichornis clamosus isolate B10K-DU-029-61 scaffold289, whole genome shotgun sequence",Atrichornis clamosus,449594
CM013767.2,111.5,9830245,9830052,"CM013767.2 Strigops habroptila isolate Jane chromosome 6, whole genome shotgun sequence",Strigops habroptila (kakapo),2489341
NW_020836475.1,111.5,7724328,7724529,"NW_020836475.1 Acinonyx jubatus isolate Rico unplaced genomic scaffold, Aci_jub_2 Primary Assembly Aci_jub_2_ph1_scaffold43486, whole genome shotgun sequence",Acinonyx jubatus (cheetah),32536
VWYO01019696.1,111.3,388167,388359,"VWYO01019696.1 Rhadina sibilatrix voucher USNM:640397 isolate B10K-DU-002-26 scaffold268, whole genome shotgun sequence",Rhadina sibilatrix,2585818
VWYY01000016.1,111.3,27748,27555,"VWYY01000016.1 Ptilorrhoa leucosticta voucher C:138661 isolate B10K-CU-031-17 scaffold_14, whole genome shotgun sequence",Ptilorrhoa leucosticta,449384
VWZG01006154.1,111.3,11267,11458,"VWZG01006154.1 Grallaria varia voucher USNM:541382 isolate B10K-DU-001-02 scaffold4489, whole genome shotgun sequence",Grallaria varia (variegated antpitta),117165
VXBM01000510.1,111.3,381280,381088,"VXBM01000510.1 Locustella ochotensis voucher USNM:633298 isolate B10K-DU-002-09 scaffold_492, whole genome shotgun sequence",Locustella ochotensis,187437
VXBN01014824.1,111.3,2694382,2694190,"VXBN01014824.1 Sinosuthora webbiana voucher USNM:633249 isolate B10K-DU-002-08 scaffold128, whole genome shotgun sequence",Paradoxornis webbianus,337173
VZST01000208.1,111.3,293835,293643,"VZST01000208.1 Acrocephalus arundinaceus voucher personal:Bengt Hansson:3553254(H9-23) isolate OUT-0054 scaffold_206, whole genome shotgun sequence",Acrocephalus arundinaceus (great reed warbler),39621
WEIU01018368.1,111.3,89588,89396,"WEIU01018368.1 Aegithalos caudatus voucher USNM:633354 isolate B10K-DU-002-10 scaffold4633, whole genome shotgun sequence",Aegithalos caudatus,73327
VXAC01006022.1,111.2,584292,584099,"VXAC01006022.1 Rhipidura dahli voucher USNM:616255 isolate B10K-DU-001-49 scaffold169, whole genome shotgun sequence",Rhipidura dahli,667186
VWPP01000023.1,111.1,2815667,2815474,"VWPP01000023.1 Cochlearius cochlearius voucher LSUMZ:Ornithology:B18469 isolate B10K-CU-031-03 scaffold_20, whole genome shotgun sequence",Cochlearius cochlearius,110676
VZDJ01007749.1,111.1,50946387,50946195,"VZDJ01007749.1 Cyanoderma ruficeps isolate SRU082 scaffold14_len52787892_cov51, whole genome shotgun sequence",Stachyris ruficeps,181631
VWPR01001191.1,111.1,153382,153575,"VWPR01001191.1 Ardeotis kori voucher LSUMZ:Ornithology:B58791 isolate B10K-CU-031-01 scaffold_1185, whole genome shotgun sequence",Ardeotis kori,89386
VWYV01000458.1,111.1,57602,57409,"VWYV01000458.1 Lophotis ruficrista voucher UWBM:95093 isolate B10K-CU-031-23 scaffold_449, whole genome shotgun sequence",Lophotis ruficrista,172689
PDCF01000027.1,111,9737451,9737644,"PDCF01000027.1 Cyanistes caeruleus isolate BT333_1 chromosome 3 chr3_part4, whole genome shotgun sequence",Cyanistes caeruleus,156563
PTFC01000304.1,111,1023405,1023597,"PTFC01000304.1 Apteryx owenii voucher ROM:ORN:O20599 isolate O20599 scaffold_303, whole genome shotgun sequence",Apteryx owenii (little spotted kiwi),8824
VWYE01000735.1,111,528932,529125,"VWYE01000735.1 Alaudala cheleensis voucher USNM:586677 isolate B10K-DU-001-15 scaffold496, whole genome shotgun sequence",Calandrella cheleensis,670337
VWZW01000137.1,111,238806,238613,"VWZW01000137.1 Edolisoma coerulescens voucher USNM:607407 isolate B10K-DU-001-25 scaffold313, whole genome shotgun sequence",Edolisoma coerulescens,2585810
VXBI01003762.1,111,391546,391353,"VXBI01003762.1 Toxostoma redivivum voucher USNM:636895 isolate B10K-DU-002-15 scaffold2189, whole genome shotgun sequence",Toxostoma redivivum,99882
VZRL01012172.1,111,1488000,1488193,"VZRL01012172.1 Origma solitaria voucher MVMA:3525 isolate B10K-DU-029-52 scaffold925, whole genome shotgun sequence",Origma solitaria,720586
VZRN01002074.1,111,1975372,1975565,"VZRN01002074.1 Dasyornis broadbenti voucher MVMA:2172 isolate B10K-DU-029-49 scaffold142, whole genome shotgun sequence",Dasyornis broadbenti (rufous bristle-bird),243059
VZRQ01009446.1,111,1262582,1262389,"VZRQ01009446.1 Machaerirhynchus nigripectus isolate B10K-DU-029-43 scaffold401, whole genome shotgun sequence",Machaerirhynchus nigripectus,1160894
WEIT01034635.1,111,28145,27952,"WEIT01034635.1 Dryoscopus gambensis voucher LSUMZ:Ornithology:B39311 isolate B10K-DU-002-56 scaffold20053, whole genome shotgun sequence",Dryoscopus gambensis,85069
KL669414.1,110.9,2283304,2283111,"KL669414.1 Manacus vitellinus isolate BGI_N305 unplaced genomic scaffold scaffold391, whole genome shotgun sequence",Manacus vitellinus (golden-collared manakin),328815
NW_024104475.1,110.9,1027542,1027735,"NW_024104475.1 Pipra filicauda isolate LSUMZ 115617 unplaced genomic scaffold, ASM394559v2 scaffold349_size1355687_pilon, whole genome shotgun sequence",Pipra filicauda,649802
KL218257.1,110.9,3931958,3931765,"KL218257.1 Calypte anna isolate BGI_N300 unplaced genomic scaffold scaffold346, whole genome shotgun sequence",Calypte anna (Anna's hummingbird),9244
KL382250.1,110.8,125023,124831,"KL382250.1 Apaloderma vittatum isolate BGI_N311 unplaced genomic scaffold scaffold13224, whole genome shotgun sequence",Apaloderma vittatum,57397
CM008173.2,110.7,3711210,3711008,"CM008173.2 Bos taurus isolate L1 Dominette 01449 registration number 42190680 breed Hereford chromosome 6, whole genome shotgun sequence",Bos taurus (cattle),9913
CM011779.1,110.7,3759525,3759323,"CM011779.1 Bos indicus x Bos taurus breed Angus x Brahman F1 hybrid chromosome 6, whole genome shotgun sequence",Bos indicus x Bos taurus (hybrid cattle),30522
KE161106.1,110.7,1071377,1071578,"KE161106.1 Myotis brandtii unplaced genomic scaffold scaffold105, whole genome shotgun sequence",Myotis brandtii,109478
NC_032655.1,110.7,3717893,3718095,"NC_032655.1 Bos indicus isolate QUIL7308 breed Nelore chromosome 6, Bos_indicus_1.0, whole genome shotgun sequence",Bos indicus,9915
VXBG01003863.1,110.5,962629,962437,"VXBG01003863.1 Sylvia borin voucher USNM:637419 isolate B10K-DU-002-19 scaffold834, whole genome shotgun sequence",Sylvia borin,73324
VWYZ01000154.1,110.5,1658845,1658652,"VWYZ01000154.1 Rhodinocichla rosea voucher LSUMZ:Ornithology:B26906 isolate B10K-CU-031-12 scaffold_136, whole genome shotgun sequence",Rhodinocichla rosea,58203
VWZZ01001027.1,110.5,317969,317775,"VWZZ01001027.1 Psophia crepitans voucher USNM:625105 isolate B10K-DU-001-60 scaffold181, whole genome shotgun sequence",Psophia crepitans (common trumpeter),54359
VZTC01008851.1,110.4,536238,536045,"VZTC01008851.1 Leucopsar rothschildi voucher USNM:631788 isolate B10K-DU-002-02 scaffold289, whole genome shotgun sequence",Leucopsar rothschildi,127929
CM018494.1,110.3,58026709,58026913,"CM018494.1 Muntiacus reevesi isolate UCam_UCB_Mr chromosome 16, whole genome shotgun sequence",Muntiacus reevesi (Chinese muntjac),9886
VZRS01010906.1,110.3,1064975,1064782,"VZRS01010906.1 Ifrita kowaldi isolate B10K-DU-029-41 scaffold413, whole genome shotgun sequence",Ifrita kowaldi (blue-capped ifrita),461245
VZSE01006462.1,110.3,680463,680656,"VZSE01006462.1 Promerops cafer isolate B10K-UC-030-53 scaffold23, whole genome shotgun sequence",Promerops cafer (Cape sugarbird),254652
WBNC01000113.1,110.3,238255,238062,"WBNC01000113.1 Certhia familiaris voucher SNSD:Ornithologie:MTD-C65320 isolate OUT-0039 scaffold_1139, whole genome shotgun sequence",Certhia familiaris,73333
CM042576.1,110.2,63037791,63037598,"CM042576.1 Junco hyemalis ecotype carolinensis chromosome 3, whole genome shotgun sequence",Junco hyemalis (dark-eyed junco),40217
LR595697.1,110.2,62719020,62718827,"LR595697.1 Camarhynchus parvulus genome assembly, chromosome: 3, whole genome shotgun sequence",Camarhynchus parvulus,87175
MU273258.1,110.2,27809177,27809370,"MU273258.1 Melospiza melodia isolate OUT-0008 unplaced genomic scaffold Super-Scaffold_7, whole genome shotgun sequence",Melospiza melodia (song sparrow),44397
NW_005054306.1,110.2,8554873,8555066,"NW_005054306.1 Geospiza fortis unplaced genomic scaffold, GeoFor_1.0 scaffold98, whole genome shotgun sequence",Geospiza fortis,48883
VWYF01004546.1,110.2,114573,114766,"VWYF01004546.1 Quiscalus mexicanus voucher USNM:608021 isolate B10K-DU-001-31 scaffold2936, whole genome shotgun sequence",Quiscalus mexicanus,64278
VWZP01007102.1,110.2,607484,607291,"VWZP01007102.1 Dicaeum eximium voucher USNM:608695 isolate B10K-DU-001-34 scaffold329, whole genome shotgun sequence",Dicaeum eximium,667154
VXAX01003856.1,110.2,847886,848079,"VXAX01003856.1 Leptocoma aspasia voucher USNM:608697 isolate B10K-DU-001-35 scaffold1596, whole genome shotgun sequence",Leptocoma aspasia,2585812
VYXE01019268.1,110.2,41954,42147,"VYXE01019268.1 Cardinalis cardinalis voucher USNM:626494 isolate B10K-DU-001-69 scaffold1786, whole genome shotgun sequence",Cardinalis cardinalis,98964
VYZK01000023.1,110.2,1649140,1648947,"VYZK01000023.1 Prunella himalayana voucher USNM:616447 isolate B10K-DU-013-18 scaffold_22, whole genome shotgun sequence",Prunella himalayana,670356
VZRH01003214.1,110.2,591621,591428,"VZRH01003214.1 Urocynchramus pylzowi voucher IZCAS:653 isolate B10K-DU-012-38 scaffold33_1, whole genome shotgun sequence",Urocynchramus pylzowi,571890
VZSJ01000851.1,110.2,989162,989355,"VZSJ01000851.1 Pheucticus melanocephalus isolate OUT-0018 scaffold5800, whole genome shotgun sequence",Pheucticus melanocephalus,371919
VZSS01000003.1,110.2,15012312,15012119,"VZSS01000003.1 Poecile atricapillus voucher CUMV:Bird:55912 isolate OUT-0023 scaffold_1_1, whole genome shotgun sequence",Poecile atricapilla (Black-capped chickadee),48891
VZSU01001208.1,110.2,729363,729170,"VZSU01001208.1 Nesospiza acunhae isolate OUT-0053 scaffold1234, whole genome shotgun sequence",Nesospiza acunhae,381881
VZUF01143130.1,110.2,691998,691805,"VZUF01143130.1 Molothrus ater voucher MSB:Bird:39518 isolate OUT-0049 scf7180003604029, whole genome shotgun sequence",Molothrus ater,84834
WBNL01000207.1,110.2,1116844,1116651,"WBNL01000207.1 Calcarius ornatus voucher USNM:641413 isolate B10K-DU-015-28 scaffold_204, whole genome shotgun sequence",Calcarius ornatus,198940
WBNO01015155.1,110.2,41095,40902,"ENA|WBNO01015155|WBNO01015155.1 Peucedramus taeniatus isolate B10K-DU-002-52 scaffold12957, whole genome shotgun sequence.",Peucedramus taeniatus (olive warbler),135441
WBNP01002673.1,110.2,1525221,1525414,"WBNP01002673.1 Passerina amoena isolate OUT-0017 scaffold9269, whole genome shotgun sequence",Passerina amoena,142471
WBNQ01001072.1,110.2,5692,5885,"WBNQ01001072.1 Spizella passerina voucher USNM:633838 isolate B10K-DU-023-52 scaffold31313, whole genome shotgun sequence",Spizella passerina (chipping sparrow),40210
VZSB01003676.1,110.2,28461768,28461962,"VZSB01003676.1 Caloenas nicobarica isolate OUT-0007 ScfYJcd_7.1, whole genome shotgun sequence",Caloenas nicobarica,187106
NW_014006019.1,110.1,2997464,2997656,"NW_014006019.1 Apteryx australis mantelli unplaced genomic scaffold, AptMant0 scaffold86",Apteryx australis mantelli,202946
VWZS01002974.1,110.1,229129,229322,"VWZS01002974.1 Rhabdornis inornatus voucher USNM:607544 isolate B10K-DU-001-29 scaffold753, whole genome shotgun sequence",Rhabdornis inornatus,237438
VXBW01001568.1,110,43810,44005,"VXBW01001568.1 Thinocorus orbignyianus voucher USNM:645613 isolate B10K-DU-002-47 scaffold1369, whole genome shotgun sequence",Thinocorus orbignyianus,161742
VZRK01000393.1,110,126112,126305,"VZRK01000393.1 Onychorhynchus coronatus voucher USNM:614072 isolate B10K-DU-028-75 scaffold_365, whole genome shotgun sequence",Onychorhynchus coronatus,360224
CM016628.2,110,36081443,36081247,"CM016628.2 Camelus dromedarius isolate Drom800 breed African chromosome 2, whole genome shotgun sequence",Camelus dromedarius (Arabian camel),9838
KB016784.1,110,99028,99224,"Camelus ferus unplaced genomic scaffold scaffold502, whole genome shotgun sequence.",Camelus ferus (Wild Bactrian camel),419612
KL869905.1,110,1483307,1483114,"KL869905.1 Charadrius vociferus isolate BGI_N301 unplaced genomic scaffold scaffold230, whole genome shotgun sequence",Charadrius vociferus,50402
VWYX01000419.1,110,249474,249282,"VWYX01000419.1 Chaetorhynchus papuensis voucher C:163925 isolate B10K-CU-031-19 scaffold_414, whole genome shotgun sequence",Chaetorhynchus papuensis (pygmy drongo),254446
VXBK01005370.1,110,93765,93572,"VXBK01005370.1 Himantopus himantopus voucher USNM:635762 isolate B10K-DU-002-13 scaffold1773, whole genome shotgun sequence",Himantopus himantopus (black-winged stilt),225398
VWYH01009030.1,109.7,250184,250378,"VWYH01009030.1 Alopecoenas beccarii voucher USNM:615012 isolate B10K-DU-006-06 scaffold2786, whole genome shotgun sequence",Gallicolumba beccarii (bronze ground-dove),262131
VZSX01000037.1,109.7,6049336,6049144,"VZSX01000037.1 Eudromia elegans voucher LSUMZ:Ornithology:B16893 isolate B10K-LSUMZ-16893 scaffold_36, whole genome shotgun sequence",Eudromia elegans (elegant crested-tinamou),8805
VYXC01005073.1,109.6,71953,72146,"VYXC01005073.1 Platysteira castanea voucher USNM:627032 isolate B10K-DU-001-71 scaffold1286, whole genome shotgun sequence",Platysteira castanea,1160851
VZUB01000743.1,109.6,278086,277893,"VZUB01000743.1 Oreotrochilus melanogaster voucher MSB:Bird:31543 isolate OUT-0002 sisbioavesBR.scaffold3718, whole genome shotgun sequence",Oreotrochilus melanogaster,689266
VXBY01000030.1,109.5,1108923,1109115,"VXBY01000030.1 Leiothrix lutea voucher USNM:643454 isolate B10K-DU-002-43 scaffold_28, whole genome shotgun sequence",Leiothrix lutea (red-billed leiothrix),36275
JJRS01024764.1,109.4,47011,46832,"Acanthisitta chloris contig24764, whole genome shotgun sequence.",Acanthisitta chloris,57068
KL897973.1,109.4,58382,58574,"KL897973.1 Tinamus guttatus isolate BGI_N309 unplaced genomic scaffold scaffold1949, whole genome shotgun sequence",Tinamus guttatus,94827
VZSI01000019.1,109.4,7495662,7495855,"VZSI01000019.1 Aphelocoma coerulescens voucher CUMV:Bird:1713-13619 isolate OUT-0022 scaffold_14, whole genome shotgun sequence",Aphelocoma coerulescens (scrub jay),39617
VWZT01008436.1,109.4,260646,260453,"VWZT01008436.1 Pachycephala philippinensis voucher USNM:607512 isolate B10K-DU-001-28 scaffold2951, whole genome shotgun sequence",Pachycephala philippinensis,449367
VWZQ01005294.1,109.3,1425256,1425063,"VWZQ01005294.1 Myiagra hebetior voucher USNM:608684 isolate B10K-DU-001-33 scaffold13, whole genome shotgun sequence",Myiagra hebetior,381031
VWPS01000286.1,109.2,921578,921385,"VWPS01000286.1 Menura novaehollandiae voucher USNM:632118 isolate B10K-CU-030-46 scaffold_279, whole genome shotgun sequence",Menura novaehollandiae (superb lyrebird),47692
VYZC01000030.1,109.2,3144097,3144276,"VYZC01000030.1 Mionectes macconnelli voucher USNM:639118 isolate B10K-DU-003-16 scaffold_28, whole genome shotgun sequence",Mionectes macconnelli (McConnell's flycatcher),254557
VZTD01004681.1,109.2,3174556,3174363,"VZTD01004681.1 Rhagologus leucostigma isolate B10K-DU-029-40 scaffold167, whole genome shotgun sequence",Rhagologus leucostigma,156170
VWZU01010323.1,109.2,326990,327182,"VWZU01010323.1 Sterrhoptilus dennistouni voucher USNM:607461 isolate B10K-DU-001-27 scaffold226, whole genome shotgun sequence",Sterrhoptilus dennistouni,2585820
VZTT01075807.1,109.2,29532,29339,"VZTT01075807.1 Buphagus erythrorhynchus voucher KANU:26688 isolate B10K-DU-012-02 scaffold7065, whole genome shotgun sequence",Buphagus erythrorhynchus (red-billed oxpecker),245048
VWYP01023778.1,109.1,125740,125548,"VWYP01023778.1 Pycnonotus jocosus voucher USNM:643381 isolate B10K-DU-002-42 scaffold4952, whole genome shotgun sequence",Pycnonotus jocosus,182897
VXBR01008118.1,109.1,292392,292200,"VXBR01008118.1 Cisticola juncidis voucher USNM:641819 isolate B10K-DU-002-30 scaffold269, whole genome shotgun sequence",Cisticola juncidis,52622
VWZM01015497.1,109.1,260083,260276,"VWZM01015497.1 Loxia leucoptera voucher USNM:601821 isolate B10K-DU-001-19 scaffold1788, whole genome shotgun sequence",Loxia leucoptera,96539
VZSM01002281.1,109.1,1208413,1208606,"VZSM01002281.1 Loxia curvirostra voucher UWYMV:Bird:2860 isolate OUT-0011 scaffold264, whole genome shotgun sequence",Loxia curvirostra,64802
WBND01000063.1,109,788482,788675,"WBND01000063.1 Cercotrichas coryphoeus isolate OUT-0024 scaffold_50_1, whole genome shotgun sequence",Cercotrichas coryphoeus (Karoo scrub-robin),614051
CM027715.2,109,11853083,11852897,"CM027715.2 Equus asinus breed Dezhou chromosome 26, whole genome shotgun sequence",Equus asinus (ass),9793
VWZV01003214.1,108.9,588332,588139,"VWZV01003214.1 Irena cyanogastra voucher USNM:607434 isolate B10K-DU-001-26 scaffold41, whole genome shotgun sequence",Irena cyanogaster,175120
VZTH01012120.1,108.8,283002,282809,"VZTH01012120.1 Aleadryas rufinucha isolate B10K-DU-029-36 scaffold360, whole genome shotgun sequence",Aleadryas rufinucha (rufous-naped whistler),461220
KK719263.1,108.8,12815336,12815529,"KK719263.1 Corvus brachyrhynchos isolate BGI_N302 unplaced genomic scaffold scaffold14, whole genome shotgun sequence",Corvus brachyrhynchos (American crow),85066
KK752628.1,108.8,30779,30586,"KK752628.1 Chlamydotis macqueenii isolate BGI_N324 unplaced genomic scaffold scaffold683, whole genome shotgun sequence",Chlamydotis undulata macqueenii,187382
VYZG01000042.1,108.5,1175064,1174870,"VYZG01000042.1 Columbina picui voucher USNM:630476 isolate B10K-DU-021-26 scaffold_40, whole genome shotgun sequence",Columbina picui (picui ground-dove),115618
VWZK01003802.1,108.4,858841,858647,"VWZK01003802.1 Baryphthengus martii voucher USNM:606819 isolate B10K-DU-001-21 scaffold2571, whole genome shotgun sequence",Baryphthengus martii,176943
VXBF01004203.1,108.3,26102,25909,"VXBF01004203.1 Oenanthe oenanthe voucher USNM:627655 isolate B10K-DU-001-74 scaffold2250, whole genome shotgun sequence",Oenanthe oenanthe (Northern wheatear),279966
VZSK01000258.1,108.3,1200304,1200111,"VZSK01000258.1 Erithacus rubecula isolate OUT-0015 sc0000001_4, whole genome shotgun sequence",Erithacus rubecula (European robin),37610
CM040305.1,108.3,62378784,62378591,"CM040305.1 Lamprotornis superbus isolate SS15 chromosome 3, whole genome shotgun sequence",Lamprotornis superbus,245042
VXAS01007576.1,108.2,4513145,4512985,"VXAS01007576.1 Setophaga kirtlandii voucher USNM:613582 isolate B10K-DU-001-45 scaffold288, whole genome shotgun sequence",Dendroica kirtlandii (Kirtland's warbler),298831
VXAH01000002.1,108.2,1108755,1108948,"VXAH01000002.1 Piprites chloris voucher USNM:625579 isolate B10K-DU-007-02 scaffold_0_2, whole genome shotgun sequence",Piprites chloris (white-winged piprites),114369
VWZN01012424.1,108.1,141880,141687,"VWZN01012424.1 Regulus satrapa voucher USNM:601552 isolate B10K-DU-001-18 scaffold4701, whole genome shotgun sequence",Regulus satrapa (golden-crowned kinglet),13245
VZTF01001716.1,108.1,3839261,3839068,"VZTF01001716.1 Cnemophilus loriae isolate B10K-DU-029-38 scaffold20, whole genome shotgun sequence",Cnemophilus loriae (Loria's bird-of-paradise),254448
VYZB01000213.1,108,439720,439910,"VYZB01000213.1 Crotophaga sulcirostris voucher USNM:607659 isolate B10K-DU-003-44 scaffold_204, whole genome shotgun sequence",Crotophaga sulcirostris (groove-billed ani),33598
VZRZ01008247.1,108,230361,230554,"VZRZ01008247.1 Climacteris rufus voucher MVMA:354 isolate B10K-DU-029-53 scaffold888, whole genome shotgun sequence",Climacteris rufa (rufous treecreeper),47695
VZSL01000022.1,107.9,9734421,9734229,"VZSL01000022.1 Sylvia atricapilla isolate OUT-0013 Super-Scaffold_17_2, whole genome shotgun sequence",Sylvia atricapilla (blackcap),48155
NW_016690185.1,107.9,7001726,7001919,"NW_016690185.1 Lepidothrix coronata isolate B3197 unplaced genomic scaffold, Lepidothrix_coronata-1.0 Scaffold5, whole genome shotgun sequence",Lepidothrix coronata,321398
NW_005842255.1,107.8,883174,883372,"NW_005842255.1 Alligator sinensis unplaced genomic scaffold, ASM45574v1 scaffold808_1, whole genome shotgun sequence",Alligator sinensis (Chinese alligator),38654
VXAZ01000256.1,107.8,2577079,2577272,"VXAZ01000256.1 Gymnorhina tibicen voucher USNM:632142 isolate B10K-DU-002-05 scaffold313, whole genome shotgun sequence",Cracticus tibicen (Australian magpie),9132
WEIW01000119.1,107.8,161033,160841,"WEIW01000119.1 Chloropsis hardwickii isolate B10K-IZ-033-78 scaffold_72, whole genome shotgun sequence",Chloropsis hardwickii,667144
NW_011513121.1,107.7,5638326,5638130,"NW_011513121.1 Camelus bactrianus breed Alxa unplaced genomic scaffold, Ca_bactrianus_MBC_1.0 scaffold16, whole genome shotgun sequence",Camelus bactrianus (Bactrian camel),9837
VZSV01000023.1,107.7,1416364,1416549,"VZSV01000023.1 Nothocercus julius isolate B10K-MSB-01 scaffold_21, whole genome shotgun sequence",Nothocercus julius,2585813
AKHW03006769.1,107.6,6728913,6729111,"Alligator mississippiensis ScZkoYb_55, whole genome shotgun sequence.",Alligator mississippiensis (American alligator),8496
CM000336.3,107.6,18500711,18500911,"Pan troglodytes isolate Yerkes chimp pedigree #C0471 (Clint) chromosome X, whole genome shotgun sequence.",Pan troglodytes (chimpanzee),9598
CM000685.2,107.6,18534867,18535067,"Homo sapiens chromosome X, GRCh38 reference primary assembly.",Homo sapiens (human),9606
CM003406.1,107.6,18519675,18519875,"CM003406.1 Pan paniscus isolate Ulindi chromosome X, whole genome shotgun sequence",Pan paniscus (pygmy chimpanzee),9597
KV421387.1,107.6,60644,60444,"KV421387.1 Pan troglodytes isolate Yerkes chimp pedigree #C0471 (Clint) chromosome X unlocalized genomic scaffold chrX_random_Contig18_iteration_1_iteration_3R20, whole genome shotgun sequence",Pan troglodytes (chimpanzee),9598
